fecha_corte,fecha_mes,producto_id,almacen_id,stock_unidades,stock_valorizado,stock_seguridad,stock_maximo,sobrestock_unidades,sobrestock_valorizado,estado_stock
2023-01-31,2023-01-01,PROD009,ALM01,1044.6,258016.2,293.32,1519.0,0,0.0,Normal
2023-01-31,2023-01-01,PROD009,ALM02,945.53,233545.91,265.5,1374.94,0,0.0,Normal
2023-01-31,2023-01-01,PROD009,ALM03,836.42,206595.74,234.87,1216.27,0,0.0,Normal
2023-01-31,2023-01-01,PROD009,ALM04,710.58,175513.26,199.53,1033.28,0,0.0,Normal
2023-01-31,2023-01-01,PROD009,ALM05,1078.39,266362.33,302.81,1568.13,0,0.0,Normal
2023-01-31,2023-01-01,PROD010,ALM01,163.04,38314.4,334.6,1732.73,0,0.0,Critico
2023-01-31,2023-01-01,PROD010,ALM02,833.71,195921.85,233.76,1210.54,0,0.0,Normal
2023-01-31,2023-01-01,PROD010,ALM03,634.5,149107.5,177.9,921.29,0,0.0,Normal
2023-01-31,2023-01-01,PROD010,ALM04,1132.0,266020.0,317.39,1643.65,0,0.0,Normal
2023-01-31,2023-01-01,PROD010,ALM05,1008.34,236959.9,282.72,1464.09,0,0.0,Normal
2023-01-31,2023-01-01,PROD011,ALM01,473.57,134967.45,169.52,877.86,0,0.0,Normal
2023-01-31,2023-01-01,PROD011,ALM02,364.45,103868.25,130.46,675.58,0,0.0,Normal
2023-01-31,2023-01-01,PROD011,ALM03,561.22,159947.7,200.89,1040.32,0,0.0,Normal
2023-01-31,2023-01-01,PROD011,ALM04,427.62,121871.7,153.07,792.68,0,0.0,Normal
2023-01-31,2023-01-01,PROD011,ALM05,113.21,32264.85,175.47,908.68,0,0.0,Critico
2023-01-31,2023-01-01,PROD012,ALM01,236.56,71914.24,86.33,447.09,0,0.0,Normal
2023-01-31,2023-01-01,PROD012,ALM02,194.32,59073.28,70.92,367.27,0,0.0,Normal
2023-01-31,2023-01-01,PROD012,ALM03,239.43,72786.72,87.38,452.51,0,0.0,Normal
2023-01-31,2023-01-01,PROD012,ALM04,248.92,75671.68,90.85,470.46,0,0.0,Normal
2023-01-31,2023-01-01,PROD012,ALM05,275.47,83742.88,100.54,520.63,0,0.0,Normal
2023-01-31,2023-01-01,PROD013,ALM01,242.36,43140.08,96.25,498.43,0,0.0,Normal
2023-01-31,2023-01-01,PROD013,ALM02,286.3,50961.4,113.7,588.8,0,0.0,Normal
2023-01-31,2023-01-01,PROD013,ALM03,270.31,48115.18,107.35,555.92,0,0.0,Normal
2023-01-31,2023-01-01,PROD013,ALM04,171.06,30448.68,67.93,351.8,0,0.0,Normal
2023-01-31,2023-01-01,PROD013,ALM05,286.98,51082.44,113.97,590.2,0,0.0,Normal
2023-01-31,2023-01-01,PROD014,ALM01,622.85,123947.15,139.27,721.22,0,0.0,Normal
2023-01-31,2023-01-01,PROD014,ALM02,491.18,97744.82,109.83,568.75,0,0.0,Normal
2023-01-31,2023-01-01,PROD014,ALM03,629.4,125250.6,140.73,728.8,0,0.0,Normal
2023-01-31,2023-01-01,PROD014,ALM04,477.71,95064.29,106.81,553.15,0,0.0,Normal
2023-01-31,2023-01-01,PROD014,ALM05,691.0,137509.0,154.51,800.12,0,0.0,Normal
2023-01-31,2023-01-01,PROD015,ALM01,267.58,61008.24,80.23,415.47,0,0.0,Normal
2023-01-31,2023-01-01,PROD015,ALM02,254.83,58101.24,76.41,395.67,0,0.0,Normal
2023-01-31,2023-01-01,PROD015,ALM03,437.61,99775.08,131.21,679.46,0,0.0,Normal
2023-01-31,2023-01-01,PROD015,ALM04,411.33,93783.24,123.33,638.65,0,0.0,Normal
2023-01-31,2023-01-01,PROD015,ALM05,400.7,91359.6,120.14,622.15,0,0.0,Normal
2023-01-31,2023-01-01,PROD016,ALM01,106.05,28845.6,52.22,270.42,0,0.0,Normal
2023-01-31,2023-01-01,PROD016,ALM02,103.86,28249.92,51.14,264.85,0,0.0,Normal
2023-01-31,2023-01-01,PROD016,ALM03,114.63,31179.36,56.44,292.3,0,0.0,Normal
2023-01-31,2023-01-01,PROD016,ALM04,164.9,44852.8,81.2,420.5,0,0.0,Normal
2023-01-31,2023-01-01,PROD016,ALM05,181.35,49327.2,89.3,462.45,0,0.0,Normal
2023-01-31,2023-01-01,PROD017,ALM01,84.59,24192.74,51.96,269.06,0,0.0,Normal
2023-01-31,2023-01-01,PROD017,ALM02,127.14,36362.04,78.09,404.38,0,0.0,Normal
2023-01-31,2023-01-01,PROD017,ALM03,112.64,32215.04,69.18,358.26,0,0.0,Normal
2023-01-31,2023-01-01,PROD017,ALM04,61.53,17597.58,37.79,195.72,0,0.0,Normal
2023-01-31,2023-01-01,PROD017,ALM05,76.03,21744.58,46.7,241.83,0,0.0,Normal
2023-01-31,2023-01-01,PROD018,ALM01,106.65,37860.75,15.8,81.81,24.84,8818.2,Sobrestock
2023-01-31,2023-01-01,PROD018,ALM02,150.24,53335.2,22.26,115.25,34.99,12421.45,Sobrestock
2023-01-31,2023-01-01,PROD018,ALM03,132.66,47094.3,19.65,101.77,30.89,10965.95,Sobrestock
2023-01-31,2023-01-01,PROD018,ALM04,145.2,51546.0,21.51,111.39,33.81,12002.55,Sobrestock
2023-01-31,2023-01-01,PROD018,ALM05,101.06,35876.3,14.97,77.53,23.53,8353.15,Sobrestock
2023-01-31,2023-01-01,PROD019,ALM01,447.73,13879.63,142.87,739.86,0,0.0,Normal
2023-01-31,2023-01-01,PROD019,ALM02,411.98,12771.38,131.46,680.78,0,0.0,Normal
2023-01-31,2023-01-01,PROD019,ALM03,632.87,19618.97,201.95,1045.81,0,0.0,Normal
2023-01-31,2023-01-01,PROD019,ALM04,397.36,12318.16,126.8,656.63,0,0.0,Normal
2023-01-31,2023-01-01,PROD019,ALM05,380.54,11796.74,121.43,628.83,0,0.0,Normal
2023-01-31,2023-01-01,PROD020,ALM01,304.6,8528.8,129.57,671.0,0,0.0,Normal
2023-01-31,2023-01-01,PROD020,ALM02,121.14,3391.92,178.68,925.3,0,0.0,Critico
2023-01-31,2023-01-01,PROD020,ALM03,345.46,9672.88,146.96,761.03,0,0.0,Normal
2023-01-31,2023-01-01,PROD020,ALM04,272.62,7633.36,115.97,600.57,0,0.0,Normal
2023-01-31,2023-01-01,PROD020,ALM05,235.23,6586.44,100.06,518.19,0,0.0,Normal
2023-01-31,2023-01-01,PROD021,ALM01,785.19,32192.79,192.22,995.41,0,0.0,Normal
2023-01-31,2023-01-01,PROD021,ALM02,804.08,32967.28,196.84,1019.36,0,0.0,Normal
2023-01-31,2023-01-01,PROD021,ALM03,686.43,28143.63,168.04,870.22,0,0.0,Normal
2023-01-31,2023-01-01,PROD021,ALM04,715.46,29333.86,175.15,907.01,0,0.0,Normal
2023-01-31,2023-01-01,PROD021,ALM05,440.86,18075.26,107.92,558.89,0,0.0,Normal
2023-01-31,2023-01-01,PROD022,ALM01,789.07,30773.73,214.29,1109.73,0,0.0,Normal
2023-01-31,2023-01-01,PROD022,ALM02,645.68,25181.52,175.35,908.07,0,0.0,Normal
2023-01-31,2023-01-01,PROD022,ALM03,803.14,31322.46,218.11,1129.51,0,0.0,Normal
2023-01-31,2023-01-01,PROD022,ALM04,613.05,23908.95,166.49,862.18,0,0.0,Normal
2023-01-31,2023-01-01,PROD022,ALM05,547.99,21371.61,148.82,770.67,0,0.0,Normal
2023-01-31,2023-01-01,PROD023,ALM01,250.53,8518.02,58.65,303.73,0,0.0,Normal
2023-01-31,2023-01-01,PROD023,ALM02,307.91,10468.94,72.08,373.3,0,0.0,Normal
2023-01-31,2023-01-01,PROD023,ALM03,380.78,12946.52,89.14,461.64,0,0.0,Normal
2023-01-31,2023-01-01,PROD023,ALM04,324.71,11040.14,76.02,393.67,0,0.0,Normal
2023-01-31,2023-01-01,PROD023,ALM05,284.05,9657.7,66.5,344.37,0,0.0,Normal
2023-01-31,2023-01-01,PROD024,ALM01,209.56,6915.48,34.56,178.97,30.59,1009.47,Sobrestock
2023-01-31,2023-01-01,PROD024,ALM02,211.18,6968.94,34.83,180.35,30.83,1017.39,Sobrestock
2023-01-31,2023-01-01,PROD024,ALM03,247.26,8159.58,40.78,211.17,36.09,1190.97,Sobrestock
2023-01-31,2023-01-01,PROD024,ALM04,380.27,12548.91,62.71,324.76,55.51,1831.83,Sobrestock
2023-01-31,2023-01-01,PROD024,ALM05,217.57,7179.81,35.88,185.81,31.76,1048.08,Sobrestock
2023-01-31,2023-01-01,PROD025,ALM01,77.37,1353.98,18.85,97.63,0,0.0,Normal
2023-01-31,2023-01-01,PROD025,ALM02,162.33,2840.78,39.56,204.84,0,0.0,Normal
2023-01-31,2023-01-01,PROD025,ALM03,110.17,1927.98,26.85,139.02,0,0.0,Normal
2023-01-31,2023-01-01,PROD025,ALM04,130.65,2286.38,31.84,164.87,0,0.0,Normal
2023-01-31,2023-01-01,PROD025,ALM05,104.43,1827.53,25.45,131.78,0,0.0,Normal
2023-01-31,2023-01-01,PROD026,ALM01,86.75,1908.5,33.54,173.67,0,0.0,Normal
2023-01-31,2023-01-01,PROD026,ALM02,95.73,2106.06,37.01,191.65,0,0.0,Normal
2023-01-31,2023-01-01,PROD026,ALM03,80.92,1780.24,31.28,162.0,0,0.0,Normal
2023-01-31,2023-01-01,PROD026,ALM04,51.7,1137.4,19.98,103.49,0,0.0,Normal
2023-01-31,2023-01-01,PROD026,ALM05,75.03,1650.66,29.0,150.2,0,0.0,Normal
2023-01-31,2023-01-01,PROD027,ALM01,175.92,5365.56,22.64,117.26,58.66,1789.13,Sobrestock
2023-01-31,2023-01-01,PROD027,ALM02,179.69,5480.55,23.13,119.77,59.92,1827.56,Sobrestock
2023-01-31,2023-01-01,PROD027,ALM03,179.47,5473.84,23.1,119.62,59.85,1825.42,Sobrestock
2023-01-31,2023-01-01,PROD027,ALM04,145.78,4446.29,18.76,97.17,48.61,1482.61,Sobrestock
2023-01-31,2023-01-01,PROD027,ALM05,101.22,3087.21,13.03,67.47,33.75,1029.38,Sobrestock
2023-01-31,2023-01-01,PROD028,ALM01,99.12,3568.32,17.18,88.95,10.17,366.12,Sobrestock
2023-01-31,2023-01-01,PROD028,ALM02,89.29,3214.44,15.48,80.14,9.15,329.4,Sobrestock
2023-01-31,2023-01-01,PROD028,ALM03,51.11,1839.96,8.86,45.87,5.24,188.64,Sobrestock
2023-01-31,2023-01-01,PROD028,ALM04,52.15,1877.4,9.04,46.81,5.34,192.24,Sobrestock
2023-01-31,2023-01-01,PROD028,ALM05,98.57,3548.52,17.08,88.46,10.11,363.96,Sobrestock
2023-01-31,2023-01-01,PROD029,ALM01,44.32,1905.76,5,18.28,26.04,1119.72,Sobrestock
2023-01-31,2023-01-01,PROD029,ALM02,40.82,1755.26,5,17.74,23.08,992.44,Sobrestock
2023-01-31,2023-01-01,PROD029,ALM03,59.86,2573.98,5.02,26.01,33.85,1455.55,Sobrestock
2023-01-31,2023-01-01,PROD029,ALM04,66.67,2866.81,5.59,28.97,37.7,1621.1,Sobrestock
2023-01-31,2023-01-01,PROD029,ALM05,63.42,2727.06,5.32,27.56,35.86,1541.98,Sobrestock
2023-01-31,2023-01-01,PROD030,ALM01,51.49,2008.11,8.09,41.92,9.57,373.23,Sobrestock
2023-01-31,2023-01-01,PROD030,ALM02,98.74,3850.86,15.52,80.38,18.36,716.04,Sobrestock
2023-01-31,2023-01-01,PROD030,ALM03,70.12,2734.68,11.02,57.09,13.03,508.17,Sobrestock
2023-01-31,2023-01-01,PROD030,ALM04,90.02,3510.78,14.15,73.28,16.74,652.86,Sobrestock
2023-01-31,2023-01-01,PROD030,ALM05,85.0,3315.0,13.36,69.19,15.81,616.59,Sobrestock
2023-01-31,2023-01-01,PROD031,ALM01,46.92,3659.76,6.73,34.84,12.08,942.24,Sobrestock
2023-01-31,2023-01-01,PROD031,ALM02,33.73,2630.94,5,23.15,10.58,825.24,Sobrestock
2023-01-31,2023-01-01,PROD031,ALM03,38.12,2973.36,5.46,28.3,9.82,765.96,Sobrestock
2023-01-31,2023-01-01,PROD031,ALM04,52.11,4064.58,7.47,38.69,13.42,1046.76,Sobrestock
2023-01-31,2023-01-01,PROD031,ALM05,43.1,3361.8,6.18,32.0,11.1,865.8,Sobrestock
2023-01-31,2023-01-01,PROD032,ALM01,416.87,15007.32,41.54,215.13,201.74,7262.64,Sobrestock
2023-01-31,2023-01-01,PROD032,ALM02,588.92,21201.12,58.69,303.92,285.0,10260.0,Sobrestock
2023-01-31,2023-01-01,PROD032,ALM03,399.07,14366.52,39.77,205.94,193.13,6952.68,Sobrestock
2023-01-31,2023-01-01,PROD032,ALM04,345.6,12441.6,34.44,178.35,167.25,6021.0,Sobrestock
2023-01-31,2023-01-01,PROD032,ALM05,378.62,13630.32,37.73,195.39,183.23,6596.28,Sobrestock
2023-02-28,2023-02-01,PROD001,ALM01,2947.13,66015.71,1473.17,7628.91,0,0.0,Normal
2023-02-28,2023-02-01,PROD001,ALM02,3300.57,73932.77,1649.84,8543.82,0,0.0,Normal
2023-02-28,2023-02-01,PROD001,ALM03,3816.04,85479.3,1907.51,9878.17,0,0.0,Normal
2023-02-28,2023-02-01,PROD001,ALM04,2157.46,48327.1,1078.44,5584.78,0,0.0,Normal
2023-02-28,2023-02-01,PROD001,ALM05,2347.92,52593.41,1173.64,6077.79,0,0.0,Normal
2023-02-28,2023-02-01,PROD002,ALM01,6613.17,138876.57,1359.34,7039.42,0,0.0,Normal
2023-02-28,2023-02-01,PROD002,ALM02,8349.84,175346.64,1716.31,8888.03,0,0.0,Normal
2023-02-28,2023-02-01,PROD002,ALM03,11046.07,231967.47,2270.52,11758.04,0,0.0,Normal
2023-02-28,2023-02-01,PROD002,ALM04,6616.8,138952.8,1360.08,7043.29,0,0.0,Normal
2023-02-28,2023-02-01,PROD002,ALM05,6224.02,130704.42,1279.35,6625.19,0,0.0,Normal
2023-02-28,2023-02-01,PROD003,ALM01,12363.64,317745.55,1750.51,9065.15,3298.49,84771.19,Sobrestock
2023-02-28,2023-02-01,PROD003,ALM02,15148.03,389304.37,2144.74,11106.69,4041.34,103862.44,Sobrestock
2023-02-28,2023-02-01,PROD003,ALM03,13085.34,336293.24,1852.69,9594.3,3491.04,89719.73,Sobrestock
2023-02-28,2023-02-01,PROD003,ALM04,9036.29,232232.65,1279.41,6625.5,2410.79,61957.3,Sobrestock
2023-02-28,2023-02-01,PROD003,ALM05,16404.19,421587.68,2322.59,12027.72,4376.47,112475.28,Sobrestock
2023-02-28,2023-02-01,PROD004,ALM01,6180.23,156977.84,1277.32,6614.71,0,0.0,Normal
2023-02-28,2023-02-01,PROD004,ALM02,8222.03,208839.56,1699.32,8800.05,0,0.0,Normal
2023-02-28,2023-02-01,PROD004,ALM03,8515.05,216282.27,1759.88,9113.67,0,0.0,Normal
2023-02-28,2023-02-01,PROD004,ALM04,6507.44,165288.98,1344.95,6964.92,0,0.0,Normal
2023-02-28,2023-02-01,PROD004,ALM05,5384.15,136757.41,1112.79,5762.67,0,0.0,Normal
2023-02-28,2023-02-01,PROD005,ALM01,4059.5,110012.45,668.7,3462.93,596.57,16167.05,Sobrestock
2023-02-28,2023-02-01,PROD005,ALM02,3656.42,99088.98,602.31,3119.08,537.34,14561.91,Sobrestock
2023-02-28,2023-02-01,PROD005,ALM03,7387.65,200205.32,1216.94,6301.99,1085.66,29421.39,Sobrestock
2023-02-28,2023-02-01,PROD005,ALM04,5655.12,153253.75,931.54,4824.07,831.05,22521.46,Sobrestock
2023-02-28,2023-02-01,PROD005,ALM05,4188.6,113511.06,689.97,3573.06,615.54,16681.13,Sobrestock
2023-02-28,2023-02-01,PROD006,ALM01,5758.22,112285.29,1262.9,6540.02,0,0.0,Normal
2023-02-28,2023-02-01,PROD006,ALM02,3407.62,66448.59,747.36,3870.27,0,0.0,Normal
2023-02-28,2023-02-01,PROD006,ALM03,5435.73,105996.73,1192.17,6173.74,0,0.0,Normal
2023-02-28,2023-02-01,PROD006,ALM04,3432.91,66941.74,752.91,3899.0,0,0.0,Normal
2023-02-28,2023-02-01,PROD006,ALM05,5510.59,107456.51,1208.59,6258.76,0,0.0,Normal
2023-02-28,2023-02-01,PROD007,ALM01,2943.3,72993.84,875.97,4536.26,0,0.0,Normal
2023-02-28,2023-02-01,PROD007,ALM02,3090.54,76645.39,919.78,4763.17,0,0.0,Normal
2023-02-28,2023-02-01,PROD007,ALM03,2870.2,71180.96,854.21,4423.59,0,0.0,Normal
2023-02-28,2023-02-01,PROD007,ALM04,2628.22,65179.86,782.19,4050.65,0,0.0,Normal
2023-02-28,2023-02-01,PROD007,ALM05,1822.38,45195.02,542.37,2808.68,0,0.0,Normal
2023-02-28,2023-02-01,PROD008,ALM01,4972.64,105419.97,766.6,3969.9,1002.74,21258.09,Sobrestock
2023-02-28,2023-02-01,PROD008,ALM02,5430.91,115135.29,837.25,4335.76,1095.15,23217.18,Sobrestock
2023-02-28,2023-02-01,PROD008,ALM03,5287.68,112098.82,815.17,4221.42,1066.26,22604.71,Sobrestock
2023-02-28,2023-02-01,PROD008,ALM04,5137.74,108920.09,792.06,4101.71,1036.03,21963.84,Sobrestock
2023-02-28,2023-02-01,PROD008,ALM05,5284.9,112039.88,814.74,4219.19,1065.71,22593.05,Sobrestock
2023-02-28,2023-02-01,PROD009,ALM01,490.12,121059.64,143.18,741.48,0,0.0,Normal
2023-02-28,2023-02-01,PROD009,ALM02,403.88,99758.36,117.99,611.0,0,0.0,Normal
2023-02-28,2023-02-01,PROD009,ALM03,697.32,172238.04,203.71,1054.94,0,0.0,Normal
2023-02-28,2023-02-01,PROD009,ALM04,803.18,198385.46,234.64,1215.08,0,0.0,Normal
2023-02-28,2023-02-01,PROD009,ALM05,408.3,100850.1,119.28,617.69,0,0.0,Normal
2023-02-28,2023-02-01,PROD010,ALM01,558.37,131216.95,293.12,1517.93,0,0.0,Normal
2023-02-28,2023-02-01,PROD010,ALM02,335.02,78729.7,526.92,2728.68,0,0.0,Critico
2023-02-28,2023-02-01,PROD010,ALM03,655.67,154082.45,344.19,1782.43,0,0.0,Normal
2023-02-28,2023-02-01,PROD010,ALM04,453.94,106675.9,238.3,1234.04,0,0.0,Normal
2023-02-28,2023-02-01,PROD010,ALM05,586.03,137717.05,307.64,1593.11,0,0.0,Normal
2023-02-28,2023-02-01,PROD011,ALM01,829.15,236307.75,175.35,908.06,0,0.0,Normal
2023-02-28,2023-02-01,PROD011,ALM02,592.6,168891.0,125.32,649.0,0,0.0,Normal
2023-02-28,2023-02-01,PROD011,ALM03,843.19,240309.15,178.32,923.44,0,0.0,Normal
2023-02-28,2023-02-01,PROD011,ALM04,682.3,194455.5,144.29,747.23,0,0.0,Normal
2023-02-28,2023-02-01,PROD011,ALM05,605.22,172487.7,127.99,662.82,0,0.0,Normal
2023-02-28,2023-02-01,PROD012,ALM01,338.92,103031.68,69.04,357.52,0,0.0,Normal
2023-02-28,2023-02-01,PROD012,ALM02,490.85,149218.4,99.99,517.78,0,0.0,Normal
2023-02-28,2023-02-01,PROD012,ALM03,383.82,116681.28,78.18,404.88,0,0.0,Normal
2023-02-28,2023-02-01,PROD012,ALM04,598.44,181925.76,121.9,631.27,0,0.0,Normal
2023-02-28,2023-02-01,PROD012,ALM05,601.49,182852.96,122.52,634.49,0,0.0,Normal
2023-02-28,2023-02-01,PROD013,ALM01,369.14,65706.92,78.6,407.04,0,0.0,Normal
2023-02-28,2023-02-01,PROD013,ALM02,360.43,64156.54,76.74,397.42,0,0.0,Normal
2023-02-28,2023-02-01,PROD013,ALM03,319.95,56951.1,68.13,352.8,0,0.0,Normal
2023-02-28,2023-02-01,PROD013,ALM04,494.88,88088.64,105.37,545.68,0,0.0,Normal
2023-02-28,2023-02-01,PROD013,ALM05,386.37,68773.86,82.27,426.03,0,0.0,Normal
2023-02-28,2023-02-01,PROD014,ALM01,483.52,96220.48,112.14,580.73,0,0.0,Normal
2023-02-28,2023-02-01,PROD014,ALM02,308.62,61415.38,71.58,370.67,0,0.0,Normal
2023-02-28,2023-02-01,PROD014,ALM03,661.98,131734.02,153.53,795.06,0,0.0,Normal
2023-02-28,2023-02-01,PROD014,ALM04,481.19,95756.81,111.6,577.92,0,0.0,Normal
2023-02-28,2023-02-01,PROD014,ALM05,384.64,76543.36,89.21,461.97,0,0.0,Normal
2023-02-28,2023-02-01,PROD015,ALM01,478.5,109098.0,144.3,747.24,0,0.0,Normal
2023-02-28,2023-02-01,PROD015,ALM02,428.8,97766.4,129.31,669.63,0,0.0,Normal
2023-02-28,2023-02-01,PROD015,ALM03,496.77,113263.56,149.8,775.77,0,0.0,Normal
2023-02-28,2023-02-01,PROD015,ALM04,321.85,73381.8,97.06,502.61,0,0.0,Normal
2023-02-28,2023-02-01,PROD015,ALM05,492.17,112214.76,148.42,768.58,0,0.0,Normal
2023-02-28,2023-02-01,PROD016,ALM01,135.03,36728.16,59.02,305.63,0,0.0,Normal
2023-02-28,2023-02-01,PROD016,ALM02,114.29,31086.88,49.95,258.69,0,0.0,Normal
2023-02-28,2023-02-01,PROD016,ALM03,143.77,39105.44,62.84,325.41,0,0.0,Normal
2023-02-28,2023-02-01,PROD016,ALM04,82.72,22499.84,36.15,187.22,0,0.0,Normal
2023-02-28,2023-02-01,PROD016,ALM05,142.18,38672.96,62.14,321.8,0,0.0,Normal
2023-02-28,2023-02-01,PROD017,ALM01,104.55,29901.3,62.17,321.97,0,0.0,Normal
2023-02-28,2023-02-01,PROD017,ALM02,131.47,37600.42,78.18,404.86,0,0.0,Normal
2023-02-28,2023-02-01,PROD017,ALM03,135.01,38612.86,80.28,415.76,0,0.0,Normal
2023-02-28,2023-02-01,PROD017,ALM04,136.23,38961.78,81.01,419.53,0,0.0,Normal
2023-02-28,2023-02-01,PROD017,ALM05,173.13,49515.18,102.96,533.16,0,0.0,Normal
2023-02-28,2023-02-01,PROD018,ALM01,253.96,90155.8,37.38,193.55,60.41,21445.55,Sobrestock
2023-02-28,2023-02-01,PROD018,ALM02,138.2,49061.0,20.34,105.33,32.87,11668.85,Sobrestock
2023-02-28,2023-02-01,PROD018,ALM03,244.05,86637.75,35.92,186.0,58.05,20607.75,Sobrestock
2023-02-28,2023-02-01,PROD018,ALM04,117.89,41850.95,17.35,89.85,28.04,9954.2,Sobrestock
2023-02-28,2023-02-01,PROD018,ALM05,237.58,84340.9,34.96,181.07,56.51,20061.05,Sobrestock
2023-02-28,2023-02-01,PROD019,ALM01,916.45,28409.95,158.27,819.63,96.82,3001.42,Sobrestock
2023-02-28,2023-02-01,PROD019,ALM02,710.88,22037.28,122.77,635.77,75.11,2328.41,Sobrestock
2023-02-28,2023-02-01,PROD019,ALM03,858.07,26600.17,148.19,767.42,90.65,2810.15,Sobrestock
2023-02-28,2023-02-01,PROD019,ALM04,1325.01,41075.31,228.83,1185.03,139.98,4339.38,Sobrestock
2023-02-28,2023-02-01,PROD019,ALM05,1188.18,36833.58,205.2,1062.65,125.53,3891.43,Sobrestock
2023-02-28,2023-02-01,PROD020,ALM01,858.41,24035.48,183.54,950.49,0,0.0,Normal
2023-02-28,2023-02-01,PROD020,ALM02,642.3,17984.4,137.34,711.2,0,0.0,Normal
2023-02-28,2023-02-01,PROD020,ALM03,902.06,25257.68,192.88,998.82,0,0.0,Normal
