fecha_mes,planta_id,producto_id,produccion_real,capacidad_instalada,utilizacion_capacidad_pct,costo_produccion,merma
2023-04-01,PLA03,PROD017,214.67,820.8,0.2615,59142.23,2.74
2023-04-01,PLA01,PROD018,639.08,729.0,0.8767,216206.25,5.4
2023-04-01,PLA02,PROD018,373.91,475.2,0.7868,134146.66,7.51
2023-04-01,PLA03,PROD018,401.2,410.4,0.9776,139303.88,7.43
2023-04-01,PLA01,PROD019,2808.06,1895.4,1.35,86131.67,65.46
2023-04-01,PLA02,PROD019,1551.94,1235.52,1.2561,50320.65,13.81
2023-04-01,PLA03,PROD019,1468.17,1067.04,1.35,47856.6,11.91
2023-04-01,PLA01,PROD020,1816.3,1603.8,1.1325,54649.25,24.55
2023-04-01,PLA02,PROD020,1189.4,1045.44,1.1377,33077.39,31.84
2023-04-01,PLA03,PROD020,986.16,902.88,1.0922,26701.38,25.05
2023-04-01,PLA01,PROD021,2113.35,1798.2,1.1753,91054.6,52.49
2023-04-01,PLA02,PROD021,1450.53,1172.16,1.2375,56919.5,14.6
2023-04-01,PLA03,PROD021,1407.93,1012.32,1.35,55505.19,16.92
2023-04-01,PLA01,PROD022,2679.57,1701.0,1.35,109464.94,12.42
2023-04-01,PLA02,PROD022,1614.08,1108.8,1.35,63131.68,8.12
2023-04-01,PLA03,PROD022,1555.0,957.6,1.35,59371.36,8.77
2023-04-01,PLA01,PROD023,1649.48,1263.6,1.3054,59740.83,25.64
2023-04-01,PLA02,PROD023,1000.12,823.68,1.2142,34793.98,20.28
2023-04-01,PLA03,PROD023,1100.15,711.36,1.35,39017.83,16.07
2023-04-01,PLA01,PROD024,1624.66,923.4,1.35,53434.56,28.72
2023-04-01,PLA02,PROD024,1043.66,601.92,1.35,35426.33,20.5
2023-04-01,PLA03,PROD024,932.49,519.84,1.35,30390.39,12.03
2023-04-01,PLA01,PROD032,665.02,194.4,1.35,23984.43,13.77
2023-04-01,PLA02,PROD032,478.39,126.72,1.35,16851.51,8.28
2023-04-01,PLA03,PROD032,386.35,109.44,1.35,14155.77,6.91
2023-05-01,PLA01,PROD001,31759.88,3280.5,1.35,707416.92,572.71
2023-05-01,PLA02,PROD001,19750.01,2138.4,1.35,467876.17,267.64
2023-05-01,PLA03,PROD001,18978.22,1846.8,1.35,445909.27,191.54
2023-05-01,PLA01,PROD002,27219.38,3645.0,1.35,605129.3,675.17
2023-05-01,PLA02,PROD002,19174.33,2376.0,1.35,409220.07,296.97
2023-05-01,PLA03,PROD002,16775.6,2052.0,1.35,373560.9,195.11
2023-05-01,PLA01,PROD003,23695.09,2551.5,1.35,599910.42,100.35
2023-05-01,PLA02,PROD003,18254.3,1663.2,1.35,446049.12,182.17
2023-05-01,PLA03,PROD003,13116.63,1436.4,1.35,349206.27,308.56
2023-05-01,PLA01,PROD004,15920.2,2138.4,1.35,424974.0,413.64
2023-05-01,PLA02,PROD004,9920.3,1393.92,1.35,270082.5,264.28
2023-05-01,PLA03,PROD004,8670.08,1203.84,1.35,228394.06,182.67
2023-05-01,PLA01,PROD005,9694.79,1701.0,1.35,260604.36,87.12
2023-05-01,PLA02,PROD005,6730.9,1108.8,1.35,175976.23,37.81
2023-05-01,PLA03,PROD005,5693.06,957.6,1.35,149347.33,157.46
2023-05-01,PLA01,PROD006,17716.72,2235.6,1.35,343298.86,273.56
2023-05-01,PLA02,PROD006,11044.43,1457.28,1.35,215899.95,268.25
2023-05-01,PLA03,PROD006,9161.36,1258.56,1.35,191174.06,151.31
2023-05-01,PLA01,PROD007,7795.05,1215.0,1.35,193037.45,195.64
2023-05-01,PLA02,PROD007,5111.57,792.0,1.35,120618.72,109.15
2023-05-01,PLA03,PROD007,4431.51,684.0,1.35,110874.77,21.19
2023-05-01,PLA01,PROD008,12576.18,1749.6,1.35,281640.2,99.76
2023-05-01,PLA02,PROD008,8570.9,1140.48,1.35,182161.2,165.56
2023-05-01,PLA03,PROD008,7952.17,984.96,1.35,180243.34,174.2
2023-05-01,PLA01,PROD009,5722.68,3013.2,1.35,1426082.2,43.68
2023-05-01,PLA02,PROD009,3646.85,1964.16,1.35,969990.77,51.52
2023-05-01,PLA03,PROD009,2581.14,1696.32,1.35,608606.97,28.95
2023-05-01,PLA01,PROD010,7272.78,3159.0,1.35,1791744.8,93.95
2023-05-01,PLA02,PROD010,4069.59,2059.2,1.35,1007458.39,104.71
2023-05-01,PLA03,PROD010,4369.3,1778.4,1.35,980848.17,86.35
2023-05-01,PLA01,PROD011,2224.72,1846.8,1.2046,632558.72,37.2
2023-05-01,PLA02,PROD011,1662.35,1203.84,1.35,491874.07,20.97
2023-05-01,PLA03,PROD011,1386.27,1039.68,1.3334,389066.22,20.08
2023-05-01,PLA01,PROD012,1182.57,1166.4,1.0139,382666.92,7.86
2023-05-01,PLA02,PROD012,924.41,760.32,1.2158,281504.3,20.68
2023-05-01,PLA03,PROD012,700.78,656.64,1.0672,208022.97,10.37
2023-05-01,PLA01,PROD013,1151.83,1992.6,0.5781,216151.14,5.11
2023-05-01,PLA02,PROD013,583.75,1298.88,0.4494,98805.99,10.64
2023-05-01,PLA03,PROD013,603.87,1121.76,0.5383,111697.87,11.14
2023-05-01,PLA01,PROD014,1904.91,2794.5,0.6817,396816.21,33.09
2023-05-01,PLA02,PROD014,1267.54,1821.6,0.6958,246188.44,18.4
2023-05-01,PLA03,PROD014,931.41,1573.2,0.592,182265.83,22.49
2023-05-01,PLA01,PROD015,1772.94,2551.5,0.6949,418791.54,8.53
2023-05-01,PLA02,PROD015,1400.46,1663.2,0.842,340479.38,8.84
2023-05-01,PLA03,PROD015,1175.01,1436.4,0.818,286881.8,7.6
2023-05-01,PLA01,PROD016,903.19,1749.6,0.5162,242748.83,16.78
2023-05-01,PLA02,PROD016,612.3,1140.48,0.5369,159772.78,13.95
2023-05-01,PLA03,PROD016,528.63,984.96,0.5367,147663.87,9.37
