fecha_mes,producto_id,canal_id,meta_cantidad,meta_ventas,meta_margen,meta_produccion
2023-01-01,PROD021,CAN03,636.07,38450.43,13023.16,628.74
2023-01-01,PROD021,CAN04,282.97,16930.1,5734.22,282.17
2023-01-01,PROD022,CAN01,1084.64,60474.1,20500.72,1037.67
2023-01-01,PROD022,CAN02,1040.62,58940.72,19980.9,1070.33
2023-01-01,PROD022,CAN03,762.56,43866.26,14870.66,829.23
2023-01-01,PROD022,CAN04,318.09,18110.45,6139.44,319.35
2023-01-01,PROD023,CAN01,453.81,21871.37,7289.73,498.1
2023-01-01,PROD023,CAN02,481.24,23561.51,7853.05,466.0
2023-01-01,PROD023,CAN03,265.41,13197.51,4398.73,290.78
2023-01-01,PROD023,CAN04,151.97,7479.2,2492.82,146.71
2023-01-01,PROD024,CAN01,292.01,12693.67,3587.23,298.93
2023-01-01,PROD024,CAN02,237.28,10478.28,2961.16,232.92
2023-01-01,PROD024,CAN03,168.28,7547.36,2132.88,176.22
2023-01-01,PROD024,CAN04,76.11,3378.52,954.77,77.78
2023-01-01,PROD025,CAN01,209.29,4746.7,1285.41,225.58
2023-01-01,PROD025,CAN02,144.35,3325.82,900.63,158.37
2023-01-01,PROD025,CAN03,107.51,2515.73,681.26,117.78
2023-01-01,PROD025,CAN04,49.62,1149.2,311.2,49.71
2023-01-01,PROD026,CAN01,160.8,4406.72,1063.78,158.93
2023-01-01,PROD026,CAN02,133.51,3716.92,897.26,141.56
2023-01-01,PROD026,CAN03,100.97,2854.93,689.18,101.72
2023-01-01,PROD026,CAN04,56.18,1572.2,379.53,61.09
2023-01-01,PROD027,CAN01,108.1,4290.49,1174.74,104.2
2023-01-01,PROD027,CAN02,101.22,4081.19,1117.43,106.72
2023-01-01,PROD027,CAN03,72.38,2963.96,811.53,71.4
2023-01-01,PROD027,CAN04,32.28,1308.31,358.22,31.83
2023-01-01,PROD028,CAN01,97.82,4437.12,1109.28,108.43
2023-01-01,PROD028,CAN02,64.06,2951.88,737.97,71.58
2023-01-01,PROD028,CAN03,53.26,2492.57,623.14,58.39
2023-01-01,PROD028,CAN04,22.54,1044.05,261.01,23.31
2023-01-01,PROD029,CAN01,29.51,1533.78,334.67,32.16
2023-01-01,PROD029,CAN02,25.7,1356.96,296.09,27.27
2023-01-01,PROD029,CAN03,19.8,1061.77,231.68,20.39
2023-01-01,PROD029,CAN04,8.26,438.4,95.66,8.7
2023-01-01,PROD030,CAN01,73.32,3602.94,900.74,73.22
2023-01-01,PROD030,CAN02,63.09,3149.45,787.36,68.48
2023-01-01,PROD030,CAN03,54.02,2738.81,684.7,51.62
2023-01-01,PROD030,CAN04,25.07,1258.01,314.5,25.29
2023-01-01,PROD031,CAN01,33.69,3056.36,573.07,32.57
2023-01-01,PROD031,CAN02,28.68,2643.15,495.59,27.93
2023-01-01,PROD031,CAN03,25.93,2427.05,455.07,27.1
2023-01-01,PROD031,CAN04,10.11,936.59,175.61,10.97
2023-01-01,PROD032,CAN01,313.78,13046.97,2371.94,345.89
2023-01-01,PROD032,CAN02,257.56,10879.33,1977.86,282.05
2023-01-01,PROD032,CAN03,203.38,8725.0,1586.2,218.63
2023-01-01,PROD032,CAN04,84.07,3569.61,648.96,92.74
2023-02-01,PROD001,CAN01,10425.84,315277.4,94583.22,11182.64
2023-02-01,PROD001,CAN02,9662.04,296817.87,89045.36,9843.16
2023-02-01,PROD001,CAN03,6789.3,211826.16,63547.85,7017.37
2023-02-01,PROD001,CAN04,3191.74,98560.93,29568.28,3471.48
2023-02-01,PROD002,CAN01,12892.49,371593.79,115751.47,13450.68
2023-02-01,PROD002,CAN02,10405.59,304675.68,94906.47,10957.43
2023-02-01,PROD002,CAN03,6375.95,189604.81,59061.9,6261.9
2023-02-01,PROD002,CAN04,2903.9,85469.04,26623.61,3223.3
2023-02-01,PROD003,CAN01,12960.56,453165.98,138396.89,14163.35
2023-02-01,PROD003,CAN02,9813.99,348592.92,106460.28,10875.53
2023-02-01,PROD003,CAN03,7718.63,278449.58,85038.5,8063.99
2023-02-01,PROD003,CAN04,3221.21,115013.3,35125.06,3559.24
2023-02-01,PROD004,CAN01,8515.01,293703.98,89315.38,8243.87
2023-02-01,PROD004,CAN02,7690.26,269466.71,81944.83,7812.19
2023-02-01,PROD004,CAN03,5346.66,190274.26,57862.4,5378.75
2023-02-01,PROD004,CAN04,2063.4,72678.11,22101.41,2064.05
2023-02-01,PROD005,CAN01,5871.29,210838.02,60468.34,6563.26
2023-02-01,PROD005,CAN02,5376.28,196126.69,56249.13,5227.72
2023-02-01,PROD005,CAN03,4018.24,148875.79,42697.58,4076.58
2023-02-01,PROD005,CAN04,1831.94,67177.24,19266.43,1827.56
2023-02-01,PROD006,CAN01,7282.35,192690.98,58500.98,7842.09
2023-02-01,PROD006,CAN02,7196.78,193449.45,58731.25,7086.65
2023-02-01,PROD006,CAN03,5269.51,143857.62,43675.17,5205.28
2023-02-01,PROD006,CAN04,2547.2,68825.34,20895.37,2478.15
2023-02-01,PROD007,CAN01,5206.01,167269.1,45263.02,5652.12
2023-02-01,PROD007,CAN02,3591.29,117219.71,31719.65,3794.69
2023-02-01,PROD007,CAN03,2572.29,85271.41,23074.44,2498.66
2023-02-01,PROD007,CAN04,1219.89,40024.59,10830.65,1227.79
2023-02-01,PROD008,CAN01,4347.13,108863.0,21772.6,4767.8
2023-02-01,PROD008,CAN02,3746.64,95314.52,19062.9,4010.7
2023-02-01,PROD008,CAN03,2530.0,65368.88,13073.78,2410.12
2023-02-01,PROD008,CAN04,1403.38,35887.94,7177.59,1377.73
2023-02-01,PROD009,CAN01,1296.35,434893.02,132294.46,1351.73
2023-02-01,PROD009,CAN02,1046.7,356715.36,108512.81,1025.55
2023-02-01,PROD009,CAN03,580.75,201012.09,61147.88,581.8
2023-02-01,PROD009,CAN04,377.94,129472.8,39385.63,421.87
2023-02-01,PROD010,CAN01,2847.44,909500.81,277124.9,2958.35
2023-02-01,PROD010,CAN02,2520.28,817780.45,249177.7,2644.75
2023-02-01,PROD010,CAN03,1840.31,606474.16,184792.68,1784.61
2023-02-01,PROD010,CAN04,629.82,205428.39,62594.03,696.82
2023-02-01,PROD011,CAN01,956.08,365915.72,108420.83,996.38
2023-02-01,PROD011,CAN02,655.43,254831.18,75506.48,633.7
2023-02-01,PROD011,CAN03,526.07,207731.89,61550.96,512.94
2023-02-01,PROD011,CAN04,247.93,96897.24,28710.65,267.3
2023-02-01,PROD012,CAN01,725.81,286702.21,78183.69,689.94
2023-02-01,PROD012,CAN02,521.56,209291.6,57073.82,553.69
2023-02-01,PROD012,CAN03,335.04,136545.55,37235.97,369.46
2023-02-01,PROD012,CAN04,166.95,67342.62,18364.33,169.67
2023-02-01,PROD013,CAN01,511.88,118513.02,32413.31,508.85
2023-02-01,PROD013,CAN02,488.86,114979.87,31446.99,474.3
2023-02-01,PROD013,CAN03,329.07,78606.6,21498.91,353.16
2023-02-01,PROD013,CAN04,129.8,30687.97,8393.16,132.36
2023-02-01,PROD014,CAN01,916.41,238152.05,65825.23,913.93
2023-02-01,PROD014,CAN02,627.45,165646.8,45784.78,599.99
2023-02-01,PROD014,CAN03,424.64,113856.6,31469.96,470.53
2023-02-01,PROD014,CAN04,212.31,56341.77,15572.87,237.32
2023-02-01,PROD015,CAN01,1021.52,306976.98,86874.49,1122.06
2023-02-01,PROD015,CAN02,581.96,177660.75,50277.99,568.65
2023-02-01,PROD015,CAN03,436.97,135482.55,38341.56,415.39
2023-02-01,PROD015,CAN04,212.6,65240.56,18463.08,227.15
2023-02-01,PROD016,CAN01,337.76,118736.15,31916.28,327.88
2023-02-01,PROD016,CAN02,293.87,104946.85,28209.71,291.33
2023-02-01,PROD016,CAN03,238.99,86681.67,23300.03,264.99
2023-02-01,PROD016,CAN04,105.7,37944.19,10199.4,117.09
2023-02-01,PROD017,CAN01,525.47,193661.97,51649.65,508.45
2023-02-01,PROD017,CAN02,471.98,176709.31,47128.37,506.41
2023-02-01,PROD017,CAN03,305.97,116345.09,31029.24,333.62
2023-02-01,PROD017,CAN04,142.89,53776.65,14342.23,154.15
2023-02-01,PROD018,CAN01,170.7,73396.73,16132.6,179.74
2023-02-01,PROD018,CAN02,168.86,73758.05,16212.02,182.34
2023-02-01,PROD018,CAN03,108.71,48226.47,10600.18,119.49
2023-02-01,PROD018,CAN04,57.92,25431.22,5589.78,56.22
2023-02-01,PROD019,CAN01,1379.5,62574.12,22163.75,1422.55
2023-02-01,PROD019,CAN02,1081.51,49835.98,17651.9,1207.29
2023-02-01,PROD019,CAN03,762.41,35680.79,12638.14,822.97
2023-02-01,PROD019,CAN04,299.56,13875.62,4914.74,322.0
2023-02-01,PROD020,CAN01,1042.72,42370.93,14778.98,1019.43
2023-02-01,PROD020,CAN02,836.0,34510.08,12037.12,933.33
2023-02-01,PROD020,CAN03,675.44,28317.82,9877.26,691.72
2023-02-01,PROD020,CAN04,321.46,13338.98,4652.64,347.28
2023-02-01,PROD021,CAN01,1123.12,65803.6,22287.68,1119.45
2023-02-01,PROD021,CAN02,853.75,50815.2,17211.11,839.47
2023-02-01,PROD021,CAN03,678.5,41015.32,13891.89,661.25
2023-02-01,PROD021,CAN04,304.93,18243.96,6179.23,324.29
2023-02-01,PROD022,CAN01,979.21,54595.85,18507.99,997.3
2023-02-01,PROD022,CAN02,829.25,46968.72,15922.4,910.32
2023-02-01,PROD022,CAN03,745.87,42906.17,14545.19,715.73
2023-02-01,PROD022,CAN04,269.48,15342.84,5201.22,266.92
2023-02-01,PROD023,CAN01,968.07,46656.13,15550.49,1003.92
2023-02-01,PROD023,CAN02,856.1,41914.66,13970.16,825.75
2023-02-01,PROD023,CAN03,599.78,29824.06,9940.36,645.26
2023-02-01,PROD023,CAN04,283.88,13971.15,4656.58,290.64
2023-02-01,PROD024,CAN01,556.09,24173.23,6831.35,561.27
2023-02-01,PROD024,CAN02,424.26,18735.32,5294.6,472.66
2023-02-01,PROD024,CAN03,373.55,16753.72,4734.6,398.68
2023-02-01,PROD024,CAN04,157.17,6976.78,1971.64,154.77
2023-02-01,PROD025,CAN01,244.42,5543.45,1501.17,232.44
2023-02-01,PROD025,CAN02,177.03,4078.77,1104.53,194.24
2023-02-01,PROD025,CAN03,117.99,2760.97,747.67,121.65
2023-02-01,PROD025,CAN04,62.63,1450.51,392.8,60.2
2023-02-01,PROD026,CAN01,331.73,9091.06,2194.58,343.96
2023-02-01,PROD026,CAN02,237.28,6605.88,1594.66,247.28
2023-02-01,PROD026,CAN03,183.41,5185.92,1251.88,185.22
2023-02-01,PROD026,CAN04,84.57,2366.69,571.32,88.66
2023-02-01,PROD027,CAN01,150.99,5992.79,1640.83,168.69
2023-02-01,PROD027,CAN02,128.9,5197.25,1423.01,139.36
2023-02-01,PROD027,CAN03,84.14,3445.53,943.39,85.94
2023-02-01,PROD027,CAN04,34.39,1393.83,381.63,38.25
2023-02-01,PROD028,CAN01,96.51,4377.69,1094.42,102.1
2023-02-01,PROD028,CAN02,77.12,3553.69,888.42,80.45
2023-02-01,PROD028,CAN03,51.66,2417.69,604.42,53.72
2023-02-01,PROD028,CAN04,25.22,1168.19,292.05,24.45
2023-02-01,PROD029,CAN01,63.86,3319.12,724.23,69.03
2023-02-01,PROD029,CAN02,44.42,2345.38,511.76,46.3
2023-02-01,PROD029,CAN03,41.03,2200.23,480.09,45.79
2023-02-01,PROD029,CAN04,16.5,875.74,191.09,16.2
2023-02-01,PROD030,CAN01,45.89,2255.03,563.76,43.8
2023-02-01,PROD030,CAN02,42.06,2099.64,524.91,41.87
2023-02-01,PROD030,CAN03,29.55,1498.19,374.55,31.99
2023-02-01,PROD030,CAN04,15.41,773.27,193.32,16.83
2023-02-01,PROD031,CAN01,40.94,3714.08,696.39,43.04
2023-02-01,PROD031,CAN02,33.93,3126.99,586.31,35.52
2023-02-01,PROD031,CAN03,28.49,2666.66,500.0,29.63
2023-02-01,PROD031,CAN04,11.18,1035.72,194.2,11.51
2023-02-01,PROD032,CAN01,438.39,18228.26,3313.9,450.83
2023-02-01,PROD032,CAN02,318.83,13467.38,2448.37,321.44
2023-02-01,PROD032,CAN03,243.15,10431.14,1896.38,254.88
2023-02-01,PROD032,CAN04,114.85,4876.53,886.55,122.71
2023-03-01,PROD001,CAN01,19114.71,578028.83,173408.65,21076.61
2023-03-01,PROD001,CAN02,17429.59,535437.0,160631.1,18561.17
2023-03-01,PROD001,CAN03,12090.5,377223.6,113167.08,11796.58
2023-03-01,PROD001,CAN04,5559.49,171677.05,51503.11,5848.6
2023-03-01,PROD002,CAN01,27970.9,806191.27,251128.58,30845.98
2023-03-01,PROD002,CAN02,21148.42,619225.74,192888.82,21141.27
2023-03-01,PROD002,CAN03,14683.83,436660.39,136019.71,14821.88
2023-03-01,PROD002,CAN04,7616.74,224179.7,69831.98,8446.4
2023-03-01,PROD003,CAN01,16447.47,575085.79,175631.2,15980.64
2023-03-01,PROD003,CAN02,10536.07,374241.21,114293.27,10672.79
2023-03-01,PROD003,CAN03,8802.06,317534.31,96974.98,9671.37
2023-03-01,PROD003,CAN04,4382.1,156462.88,47783.76,4344.18
2023-03-01,PROD004,CAN01,9498.67,327632.87,99633.16,9089.45
2023-03-01,PROD004,CAN02,7792.8,273059.71,83037.46,8596.33
2023-03-01,PROD004,CAN03,5606.25,199512.42,60671.73,5716.49
2023-03-01,PROD004,CAN04,2654.91,93512.57,28437.17,2566.2
2023-03-01,PROD005,CAN01,11677.98,419356.26,120271.38,11307.33
2023-03-01,PROD005,CAN02,9251.86,337507.85,96797.25,9006.59
2023-03-01,PROD005,CAN03,5461.48,202347.83,58033.36,5479.15
2023-03-01,PROD005,CAN04,2820.73,103436.17,29665.49,2990.19
2023-03-01,PROD006,CAN01,12110.28,320438.01,97284.98,11893.08
2023-03-01,PROD006,CAN02,8785.98,236167.14,71700.34,8890.89
2023-03-01,PROD006,CAN03,7755.11,211714.5,64276.52,8356.52
2023-03-01,PROD006,CAN04,2982.83,80596.07,24468.97,3239.04
2023-03-01,PROD007,CAN01,9315.04,299292.24,80988.48,10395.55
2023-03-01,PROD007,CAN02,7059.27,230414.57,62350.18,7892.99
2023-03-01,PROD007,CAN03,5261.89,174431.65,47201.2,5254.37
2023-03-01,PROD007,CAN04,2784.5,91359.44,24721.86,3080.58
2023-03-01,PROD008,CAN01,8899.15,222856.96,44571.39,9402.0
2023-03-01,PROD008,CAN02,6262.56,159319.53,31863.91,6127.96
2023-03-01,PROD008,CAN03,5079.41,131239.26,26247.85,5081.81
2023-03-01,PROD008,CAN04,1941.44,49647.47,9929.49,2095.81
2023-03-01,PROD009,CAN01,3594.23,1205774.31,366796.55,3501.79
2023-03-01,PROD009,CAN02,2837.78,967115.42,294196.51,2721.94
2023-03-01,PROD009,CAN03,2428.01,840394.96,255648.15,2533.27
2023-03-01,PROD009,CAN04,1082.57,370861.42,112816.04,1103.77
2023-03-01,PROD010,CAN01,4704.4,1502632.4,457852.09,5197.66
2023-03-01,PROD010,CAN02,2817.59,914251.6,278572.46,2793.91
2023-03-01,PROD010,CAN03,2584.86,851840.61,259555.83,2671.71
2023-03-01,PROD010,CAN04,1100.08,358813.09,109330.35,1123.49
2023-03-01,PROD011,CAN01,1910.66,731257.35,216671.55,1983.6
2023-03-01,PROD011,CAN02,1363.34,530066.59,157058.73,1360.61
2023-03-01,PROD011,CAN03,1086.1,428873.74,127075.29,1205.68
2023-03-01,PROD011,CAN04,367.71,143710.26,42581.35,373.62
2023-03-01,PROD012,CAN01,1392.48,550043.52,149996.87,1417.25
2023-03-01,PROD012,CAN02,1083.19,434662.48,118532.46,1132.11
2023-03-01,PROD012,CAN03,835.85,340650.67,92895.44,867.86
2023-03-01,PROD012,CAN04,375.1,151304.09,41260.63,415.13
2023-03-01,PROD013,CAN01,865.27,200331.64,54790.7,828.33
2023-03-01,PROD013,CAN02,802.08,188649.22,51595.56,809.1
2023-03-01,PROD013,CAN03,571.31,136471.68,37325.0,597.1
2023-03-01,PROD013,CAN04,231.85,54815.14,14991.94,249.71
2023-03-01,PROD014,CAN01,1258.94,327167.03,90428.97,1214.91
2023-03-01,PROD014,CAN02,1159.28,306049.92,84592.2,1200.89
2023-03-01,PROD014,CAN03,770.82,206676.11,57125.28,753.91
2023-03-01,PROD014,CAN04,385.01,102172.03,28240.35,392.73
2023-03-01,PROD015,CAN01,1185.44,356236.57,100814.95,1216.5
2023-03-01,PROD015,CAN02,1010.36,308442.7,87289.28,1020.99
2023-03-01,PROD015,CAN03,628.29,194801.31,55128.77,694.38
2023-03-01,PROD015,CAN04,301.67,92573.47,26198.29,294.42
2023-03-01,PROD016,CAN01,763.37,268355.09,72133.85,726.09
2023-03-01,PROD016,CAN02,552.64,197358.8,53050.05,543.42
2023-03-01,PROD016,CAN03,447.97,162478.72,43674.28,445.62
2023-03-01,PROD016,CAN04,167.44,60107.61,16156.93,173.09
2023-03-01,PROD017,CAN01,950.39,350266.23,93416.0,1050.95
2023-03-01,PROD017,CAN02,610.87,228709.73,60996.88,663.03
2023-03-01,PROD017,CAN03,442.82,168382.3,44907.56,426.84
2023-03-01,PROD017,CAN04,200.95,75627.53,20169.86,196.15
2023-03-01,PROD018,CAN01,324.26,139423.69,30645.33,354.06
2023-03-01,PROD018,CAN02,312.97,136705.3,30047.82,329.76
2023-03-01,PROD018,CAN03,179.89,79803.7,17540.85,176.31
2023-03-01,PROD018,CAN04,90.07,39547.49,8692.54,91.74
2023-03-01,PROD019,CAN01,2390.29,108423.55,38403.62,2378.64
2023-03-01,PROD019,CAN02,1979.5,91215.36,32308.48,2024.03
2023-03-01,PROD019,CAN03,1260.96,59012.93,20902.38,1225.42
2023-03-01,PROD019,CAN04,681.3,31557.82,11177.78,706.21
2023-03-01,PROD020,CAN01,1791.75,72807.76,25395.35,1905.91
2023-03-01,PROD020,CAN02,1200.78,49568.2,17289.39,1274.92
2023-03-01,PROD020,CAN03,810.86,33995.31,11857.56,850.37
2023-03-01,PROD020,CAN04,450.44,18691.01,6519.42,471.0
2023-03-01,PROD021,CAN01,1841.65,107902.27,36546.5,1859.35
2023-03-01,PROD021,CAN02,1399.01,83269.08,28203.24,1459.98
2023-03-01,PROD021,CAN03,1080.86,65337.99,22129.98,1030.05
2023-03-01,PROD021,CAN04,506.68,30314.66,10267.58,483.78
2023-03-01,PROD022,CAN01,1797.03,100193.41,33965.57,1810.68
2023-03-01,PROD022,CAN02,1417.17,80268.51,27211.02,1355.95
2023-03-01,PROD022,CAN03,1144.65,65845.99,22321.79,1139.84
2023-03-01,PROD022,CAN04,496.01,28240.33,9573.47,539.06
2023-03-01,PROD023,CAN01,1590.77,76667.16,25553.16,1662.2
2023-03-01,PROD023,CAN02,1304.66,63876.15,21289.92,1424.81
2023-03-01,PROD023,CAN03,1140.36,56704.4,18899.58,1233.99
2023-03-01,PROD023,CAN04,497.45,24482.0,8159.85,531.59
2023-03-01,PROD024,CAN01,684.09,29737.39,8403.79,723.04
2023-03-01,PROD024,CAN02,556.74,24585.64,6947.9,590.76
2023-03-01,PROD024,CAN03,334.19,14988.42,4235.73,367.46
2023-03-01,PROD024,CAN04,164.1,7284.4,2058.57,167.79
2023-03-01,PROD025,CAN01,431.9,9795.49,2652.62,466.64
2023-03-01,PROD025,CAN02,293.32,6758.09,1830.09,314.95
2023-03-01,PROD025,CAN03,232.64,5443.78,1474.18,240.64
2023-03-01,PROD025,CAN04,112.15,2597.39,703.37,114.14
2023-03-01,PROD026,CAN01,502.01,13757.58,3321.08,546.66
2023-03-01,PROD026,CAN02,394.59,10985.39,2651.87,411.94
2023-03-01,PROD026,CAN03,305.65,8642.25,2086.24,323.15
2023-03-01,PROD026,CAN04,126.92,3551.86,857.42,126.97
2023-03-01,PROD027,CAN01,221.19,8779.03,2403.7,230.34
2023-03-01,PROD027,CAN02,172.7,6963.26,1906.54,191.17
2023-03-01,PROD027,CAN03,112.03,4587.63,1256.09,117.47
2023-03-01,PROD027,CAN04,58.98,2390.46,654.51,58.97
2023-03-01,PROD028,CAN01,174.27,7904.89,1976.22,174.87
2023-03-01,PROD028,CAN02,125.84,5798.71,1449.68,135.74
2023-03-01,PROD028,CAN03,76.59,3584.41,896.1,76.74
2023-03-01,PROD028,CAN04,37.57,1740.24,435.06,35.95
2023-03-01,PROD029,CAN01,61.9,3217.25,702.0,61.86
2023-03-01,PROD029,CAN02,51.68,2728.7,595.4,49.16
2023-03-01,PROD029,CAN03,31.92,1711.71,373.5,31.4
2023-03-01,PROD029,CAN04,14.6,774.89,169.08,15.58
2023-03-01,PROD030,CAN01,198.73,9765.59,2441.4,195.2
2023-03-01,PROD030,CAN02,141.71,7074.16,1768.54,149.64
2023-03-01,PROD030,CAN03,100.45,5092.82,1273.2,111.41
2023-03-01,PROD030,CAN04,45.2,2268.14,567.03,48.58
2023-03-01,PROD031,CAN01,78.81,7149.64,1340.56,77.26
2023-03-01,PROD031,CAN02,57.11,5263.26,986.86,59.12
2023-03-01,PROD031,CAN03,39.27,3675.67,689.19,37.46
2023-03-01,PROD031,CAN04,20.23,1874.11,351.4,22.22
2023-03-01,PROD032,CAN01,781.44,32492.28,5907.1,855.82
2023-03-01,PROD032,CAN02,713.89,30154.71,5482.13,746.6
2023-03-01,PROD032,CAN03,464.62,19932.2,3623.67,505.36
2023-03-01,PROD032,CAN04,196.64,8349.33,1517.91,201.39
2023-04-01,PROD001,CAN01,24385.84,737427.8,221228.34,23482.13
2023-04-01,PROD001,CAN02,16562.68,508805.53,152641.66,16870.85
2023-04-01,PROD001,CAN03,15153.43,472787.02,141836.11,15870.67
2023-04-01,PROD001,CAN04,5361.15,165552.31,49665.69,5436.23
2023-04-01,PROD002,CAN01,21404.0,616916.79,192169.58,22694.88
2023-04-01,PROD002,CAN02,17572.62,514526.31,160274.95,17617.27
